Name,Image URL,Product URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number,Scraped At
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/ae9c14173c768f2fa9ad4d3c957e94a0.256p.jpg,https://pcpartpicker.com/product/W6ndnQ/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3200-memory-cmk32gx4m2e3200c16,30711.0,Corsair,CMK32GX4M2E3200C16,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$8.218,Black / Yellow,10 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:33.330Z
Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/QF9wrH/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5b,43789.0,Crucial,CP2K16G60C36U5B,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$10.187,Black,12 ns,36.0,1.35 V,36-38-38-80,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:33.330Z
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/894ce2f4aaaf96e8a0cc61288f9ff27d.256p.jpg,https://pcpartpicker.com/product/kTJp99/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2e6000c36,51497.0,Corsair,CMH32GX5M2E6000C36,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$13.592,Black,12 ns,36.0,1.4 V,36-44-44-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:33.330Z
G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/pwxRsY/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-fx5,44373.0,G.Skill,F5-6000J3636F16GX2-FX5,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$11.375,Black,12 ns,36.0,1.35 V,36-36-36-96,Non-ECC / Unbuffered,No,,2026-01-20T21:57:37.341Z
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/835ab3efad1be13bbe53beef3e3c6f96.256p.jpg,https://pcpartpicker.com/product/p6RFf7/corsair-memory-cmk16gx4m2b3200c16,18566.0,Corsair,CMK16GX4M2B3200C16,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$9.937,Black / Yellow,10 ns,16.0,1.35 V,16-18-18-36,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:37.341Z
Crucial Pro 32 GB (2 x 16 GB) DDR5-5600 CL46 Memory,,https://pcpartpicker.com/product/3L9wrH/crucial-pro-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-cp2k16g56c46u5,39586.0,Crucial,CP2K16G56C46U5,DDR5-5600,288-pin DIMM (DDR5),2 x 16GB,$10.593,Black,16.429 ns,46.0,1.1 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:37.342Z
Silicon Power GAMING 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/P4FKHx/silicon-power-gaming-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-sp016gxlzu320bdaj5,14126.0,Silicon Power,,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$7.311,Black / Gray,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:41.338Z
Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/WTMMnQ/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmh64gx5m2b6000c30,129736.0,Corsair,CMH64GX5M2B6000C30,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$17.344,Black,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:41.338Z
Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-5200 CL40 Memory,,https://pcpartpicker.com/product/hbJgXL/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-kf552c40bbk2-16,34932.0,Kingston,KF552C40BBK2-16,DDR5-5200,288-pin DIMM (DDR5),2 x 8GB,$13.750,Black,15.385 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:41.338Z
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/KXV2FT/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2e6000c36w,51497.0,Corsair,CMH32GX5M2E6000C36W,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$13.595,White / Silver,12 ns,36.0,1.4 V,36-44-44-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:45.328Z
Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/q7LdnQ/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbek2-32,63696.0,Kingston,KF560C30BBEK2-32,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$12.811,Black,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:45.344Z
Crucial Pro 32 GB (2 x 16 GB) DDR5-6400 CL38 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/749157446fcdcc5fe5abbb0e8d37ed08.256p.jpg,https://pcpartpicker.com/product/TQjRsY/crucial-pro-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-cp2k16g64c38u5b,42038.0,Crucial,CP2K16G64C38U5B,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$11.156,Black,11.875 ns,38.0,1.35 V,38-40-40-84,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:45.344Z
Patriot Viper Elite 5 16 GB (1 x 16 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/982b9428595cdc64d19a034fcf0b7d3b.256p.jpg,https://pcpartpicker.com/product/G79nTW/patriot-viper-elite-5-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-veb516g6030w,18361.0,Patriot,VEB516G6030W,DDR5-6000,288-pin DIMM (DDR5),1 x 16GB,$9.029,White,10 ns,30.0,1.35 V,30-40-40-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:49.331Z
Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/khmFf7/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3600-memory-cmw32gx4m2z3600c18,48573.0,Corsair,CMW32GX4M2Z3600C18,DDR4-3600,288-pin DIMM (DDR4),2 x 16GB,$12.998,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:52.339Z
G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/CXKKHx/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-tz5nr,57802.0,G.Skill,F5-6000J3038F16GX2-TZ5NR,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$15.468,Black,10 ns,30.0,1.35 V,30-38-38-96,Non-ECC / Unbuffered,No,,2026-01-20T21:57:53.342Z
Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/54ddbd8a23594ec6f8f120d748c9e559.256p.jpg,https://pcpartpicker.com/product/NWhv6h/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-32,57888.0,Kingston,KF560C30BBEAK2-32,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$15.491,Black,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:53.342Z
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/JkfxFT/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmk32gx5m2b6000c30,63408.0,Corsair,CMK32GX5M2B6000C30,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$16.875,Black / Gray,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:56.330Z
TEAMGROUP T-Force Vulcan Z 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/z3VD4D/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3200-memory-tlzgd416g3200hc16cdc01,15180.0,TEAMGROUP,TLZGD416G3200HC16CDC01,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$8.124,Black,10 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:57.338Z
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/QDhKHx/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16,19967.0,Corsair,CMW16GX4M2C3200C16,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$10.687,Black,10 ns,16.0,1.35 V,16-18-18-36,Non-ECC / Unbuffered,Yes,,2026-01-20T21:57:57.338Z
Patriot Viper Venom 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,https://m.media-amazon.com/images/I/41xQi9FKIgL.jpg,https://pcpartpicker.com/product/4cCCmG/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pvv532g600c30k,40931.0,Patriot,PVV532G600C30K,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$10.814,Black / White,10 ns,30.0,1.35 V,30-40-40-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:00.329Z
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/Cf98TW/gskill-ripjaws-v-series-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gvkb,14596.0,G.Skill,F4-3200C16D-16GVKB,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$7.812,Black,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:01.338Z
Corsair Vengeance RGB 16 GB (2 x 8 GB) DDR5-5200 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/9c711c2e20ef4adac880e44fe9fc13fe.256p.jpg,https://pcpartpicker.com/product/MJzXsY/corsair-vengeance-rgb-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-cmh16gx5m2b5200c40,27441.0,Corsair,CMH16GX5M2B5200C40,DDR5-5200,288-pin DIMM (DDR5),2 x 8GB,$14.687,Black / Gray,15.385 ns,40.0,1.25 V,40-40-40-77,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:01.339Z
G.Skill Trident Z5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/fa05a92bf5e27cd0ba94bb8372db2419.256p.jpg,https://pcpartpicker.com/product/hRQcCJ/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-tz5nr,108600.0,G.Skill,F5-6000J3040G32GX2-TZ5NR,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$14.375,Black / Silver,10 ns,30.0,1.4 V,30-40-40-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:04.341Z
Crucial Pro 64 GB (2 x 32 GB) DDR5-6000 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/332fe880e8def29585f15f72927e21a2.256p.jpg,https://pcpartpicker.com/product/KP8Pxr/crucial-pro-64-gb-2-x-32-gb-ddr5-6000-cl40-memory-cp2k32g60c40u5b,77070.0,Crucial,CP2K32G60C40U5B,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$9.828,Black,13.333 ns,40.0,1.35 V,40-40-40-80,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:05.330Z
TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/WFVmP6/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ff4d532g6000hc30dc01,58386.0,TEAMGROUP,FF4D532G6000HC30DC01,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$15.625,White,10 ns,30.0,1.35 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:05.330Z
Crucial Classic 16 GB (2 x 8 GB) DDR5-5600 CL46 Memory,,https://pcpartpicker.com/product/y4BzK8/crucial-classic-16-gb-2-x-8-gb-ddr5-5600-cl46-memory-ct2k8g56c46u5,36567.0,Crucial,CT2K8G56C46U5,DDR5-5600,288-pin DIMM (DDR5),2 x 8GB,$13.062,Black,16.429 ns,46.0,1.1 V,,Non-ECC / Unbuffered,No,,2026-01-20T21:58:11.334Z
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/ae9c14173c768f2fa9ad4d3c957e94a0.256p.jpg,https://pcpartpicker.com/product/mpx2FT/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-3200-memory-cmk16gx4m2e3200c16,16931.0,Corsair,CMK16GX4M2E3200C16,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$8.937,Black,10 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:13.329Z
Crucial CT16G48C40U5 16 GB (1 x 16 GB) DDR5-4800 CL40 Memory,,https://pcpartpicker.com/product/vGNxFT/crucial-ct16g48c40u5-16-gb-1-x-16-gb-ddr5-4800-cl40-memory-ct16g48c40u5,22174.0,Crucial,CT16G48C40U5,DDR5-4800,288-pin DIMM (DDR5),1 x 16GB,$11.868,Black,16.667 ns,40.0,1.1 V,,Non-ECC / Unbuffered,No,,2026-01-20T21:58:13.329Z
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-2666 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/cde10e535554911bab94e6d19b91226e.256p.jpg,https://pcpartpicker.com/product/CK66Mp/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-2666-memory-cmk16gx4m2z2666c16,,Corsair,CMK16GX4M2Z2666C16,DDR4-2666,288-pin DIMM (DDR4),2 x 8GB,,Black,12.003 ns,16.0,1.2 V,16-18-18-35,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:15.340Z
Kingston FURY Beast 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/f5b1674c2d725945298cd1f11d305fb7.256p.jpg,https://pcpartpicker.com/product/6YfnTW/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-kf432c16bbk216,21723.0,Kingston,KF432C16BBK216,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$11.247,Black,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:17.338Z
Patriot Viper Elite 5 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/RN7MnQ/patriot-viper-elite-5-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-veb532g6030kw,43618.0,Patriot,VEB532G6030KW,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$11.250,White,10 ns,30.0,1.35 V,30-40-40-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:17.338Z
Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory,https://m.media-amazon.com/images/I/41lunNC6OYL.jpg,https://pcpartpicker.com/product/xVy8TW/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cp2k16g64c32u5b,43206.0,Crucial,CP2K16G64C32U5B,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$11.562,Black,10 ns,32.0,1.35 V,32-40-40-103,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:19.342Z
TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR5-6000 CL38 Memory,,https://pcpartpicker.com/product/P2tLrH/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr5-6000-cl38-memory-ff4d516g6000hc38adc01,29193.0,TEAMGROUP,FF4D516G6000HC38ADC01,DDR5-6000,288-pin DIMM (DDR5),2 x 8GB,$15.624,White,12.667 ns,38.0,1.25 V,38-38-38-78,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:21.338Z
TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/H9CZxr/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ctced532g6000hc30dc01,57686.0,TEAMGROUP,CTCED532G6000HC30DC01,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$15.000,Black,10 ns,30.0,1.35 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:21.338Z
G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/kXbkcf/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16d-32gvk,28025.0,G.Skill,F4-3200C16D-32GVK,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$7.500,Black,10 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:23.338Z
TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/2JLFf7/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ff3d532g6000hc30dc01,58386.0,TEAMGROUP,FF3D532G6000HC30DC01,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$15.625,Black,10 ns,30.0,1.35 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:25.339Z
Kingston FURY Beast 8 GB (1 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/PkbTwP/kingston-fury-beast-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-kf432c16bb8,9225.0,Kingston,KF432C16BB8,DDR4-3200,288-pin DIMM (DDR4),1 x 8GB,$9.875,Black,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:25.340Z
Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/5a642e1d35082f6b11c123d939743045.256p.jpg,https://pcpartpicker.com/product/63TZxr/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5w,43906.0,Crucial,CP2K16G60C36U5W,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$11.000,White,12 ns,36.0,1.35 V,36-38-38-80,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:31.335Z
G.Skill F4-3200C16Q2-128GTZSK 128 GB (8 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/fTGbt6/gskill-f4-3200c16q2-128gtzsk-128-gb-8-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16q2-128gtzsk,154626.0,G.Skill,F4-3200C16Q2-128GTZSK,DDR4-3200,288-pin DIMM (DDR4),8 x 16GB,$10.345,Gray / Black,10 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:33.333Z
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/VhmFf7/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-memory-cmk32gx4m2z3600c18,,Corsair,CMK32GX4M2Z3600C18,DDR4-3600,288-pin DIMM (DDR4),2 x 16GB,,Black / Yellow,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:34.337Z
G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/24d251679c92dd15d250e400ea873727.256p.jpg,https://pcpartpicker.com/product/XsqPxr/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rs5k,44373.0,G.Skill,F5-6000J3636F16GX2-RS5K,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$11.094,Black,12 ns,36.0,1.35 V,36-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:35.344Z
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/fBLwrH/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gtzr,33889.0,G.Skill,F4-3600C18D-32GTZR,DDR4-3600,288-pin DIMM (DDR4),2 x 16GB,$7.812,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:38.329Z
Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/27TzK8/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-memory-cmw32gx4m2e3200c16,32754.0,Corsair,CMW32GX4M2E3200C16,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$8.750,Black,10 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:38.329Z
G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/LBstt6/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-fx5,53131.0,G.Skill,F5-6000J3038F16GX2-FX5,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$13.437,Black,10 ns,30.0,1.35 V,30-38-38-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:39.339Z
Silicon Power Value Gaming 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/cCKscf/silicon-power-value-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-sp032gxlwu60afdeae,46102.0,Silicon Power,,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$11.249,Black,10 ns,30.0,1.35 V,30-38-38-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:42.329Z
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3600 CL16 Memory,,https://pcpartpicker.com/product/jBZzK8/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c16d-16gvkc,19624.0,G.Skill,F4-3600C16D-16GVKC,DDR4-3600,288-pin DIMM (DDR4),2 x 8GB,$8.124,Black,8.889 ns,16.0,1.35 V,16-19-19-39,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:42.328Z
TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR5-6000 CL38 Memory,,https://pcpartpicker.com/product/XTXV3C/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr5-6000-cl38-memory-ff3d516g6000hc38adc01,29193.0,TEAMGROUP,FF3D516G6000HC38ADC01,DDR5-6000,288-pin DIMM (DDR5),2 x 8GB,$15.624,Black,12.667 ns,38.0,1.25 V,38-38-38-78,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:43.337Z
Corsair Vengeance 16 GB (2 x 8 GB) DDR5-5200 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/c61cf578206c7afb06eb1af27edb1f7b.256p.jpg,https://pcpartpicker.com/product/H6rqqs/corsair-vengeance-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-cmk16gx5m2b5200c40,26857.0,Corsair,CMK16GX5M2B5200C40,DDR5-5200,288-pin DIMM (DDR5),2 x 8GB,$14.374,Black,15.385 ns,40.0,1.25 V,40-40-40-77,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:47.343Z
Crucial CT16G56C46U5 16 GB (1 x 16 GB) DDR5-5600 CL46 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/4dd4838a52e81eaa083a4603f673499a.256p.jpg,https://pcpartpicker.com/product/TTvdnQ/crucial-ct16g56c46u5-16-gb-1-x-16-gb-ddr5-5600-cl46-memory-ct16g56c46u5,23177.0,Crucial,CT16G56C46U5,DDR5-5600,288-pin DIMM (DDR5),1 x 16GB,$11.123,Black,16.429 ns,46.0,1.1 V,,Non-ECC / Unbuffered,No,,2026-01-20T21:58:47.343Z
Kingston FURY 16 GB (1 x 16 GB) DDR5-5600 CL40 Memory,,https://pcpartpicker.com/product/vkJp99/kingston-fury-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-kf556c40bwa-16,,Kingston,KF556C40BWA-16,DDR5-5600,288-pin DIMM (DDR5),1 x 16GB,,White,14.286 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:51.342Z
Kingston FURY Beast 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/3q2WGX/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-kf432c16bbk232,26549.0,Kingston,KF432C16BBK2/32,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$6.875,Black,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:51.342Z
TEAMGROUP T-Force Vulcan 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/HNZXsY/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-flbd532g6000hc30dc01,58386.0,TEAMGROUP,FLBD532G6000HC30DC01,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$15.625,Black,10 ns,30.0,1.35 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:51.342Z
G.Skill Trident Z5 Royal Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL28 Memory,,https://pcpartpicker.com/product/Hm6NnQ/gskill-trident-z5-royal-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-tr5ns,75903.0,G.Skill,F5-6000J2836G16GX2-TR5NS,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$16.875,Silver,9.333 ns,28.0,1.4 V,28-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T21:58:55.339Z
